"label","n","parent","id"
"Panama",2,"Film Noir","Film Noir  -  Panama"
"Panama",3,"Game Show","Game Show  -  Panama"
"Panama",5,"History","History  -  Panama"
"Panama",33,"Horror","Horror  -  Panama"
"Panama",20,"Music","Music  -  Panama"
"Panama",3,"Musical","Musical  -  Panama"
"Panama",43,"Mystery","Mystery  -  Panama"
"Panama",5,"Reality TV","Reality TV  -  Panama"
"Panama",121,"Romance","Romance  -  Panama"
"Panama",20,"Sci Fi","Sci Fi  -  Panama"
"Panama",2,"Short","Short  -  Panama"
"Panama",5,"Sport","Sport  -  Panama"
"Panama",6,"Talk Show","Talk Show  -  Panama"
"Panama",71,"Thriller","Thriller  -  Panama"
"Panama",3,"War","War  -  Panama"
"Paraguay",150,"Action","Action  -  Paraguay"
"Paraguay",4,"Adult","Adult  -  Paraguay"
"Paraguay",103,"Adventure","Adventure  -  Paraguay"
"Paraguay",53,"Animation","Animation  -  Paraguay"
"Paraguay",4,"Biography","Biography  -  Paraguay"
"Paraguay",194,"Comedy","Comedy  -  Paraguay"
"Paraguay",110,"Crime","Crime  -  Paraguay"
"Paraguay",16,"Documentary","Documentary  -  Paraguay"
"Paraguay",320,"Drama","Drama  -  Paraguay"
"Paraguay",15,"Family","Family  -  Paraguay"
"Paraguay",20,"Fantasy","Fantasy  -  Paraguay"
"Paraguay",2,"Film Noir","Film Noir  -  Paraguay"
"Paraguay",1,"Game Show","Game Show  -  Paraguay"
"Paraguay",4,"History","History  -  Paraguay"
"Paraguay",33,"Horror","Horror  -  Paraguay"
"Paraguay",30,"Music","Music  -  Paraguay"
"Paraguay",1,"Musical","Musical  -  Paraguay"
"Paraguay",52,"Mystery","Mystery  -  Paraguay"
"Paraguay",4,"Reality TV","Reality TV  -  Paraguay"
"Paraguay",119,"Romance","Romance  -  Paraguay"
"Paraguay",20,"Sci Fi","Sci Fi  -  Paraguay"
"Paraguay",2,"Short","Short  -  Paraguay"
"Paraguay",7,"Sport","Sport  -  Paraguay"
"Paraguay",7,"Talk Show","Talk Show  -  Paraguay"
"Paraguay",72,"Thriller","Thriller  -  Paraguay"
"Paraguay",3,"War","War  -  Paraguay"
"Peru",172,"Action","Action  -  Peru"
"Peru",4,"Adult","Adult  -  Peru"
"Peru",123,"Adventure","Adventure  -  Peru"
"Peru",65,"Animation","Animation  -  Peru"
"Peru",2,"Biography","Biography  -  Peru"
"Peru",182,"Comedy","Comedy  -  Peru"
"Peru",102,"Crime","Crime  -  Peru"
"Peru",14,"Documentary","Documentary  -  Peru"
"Peru",294,"Drama","Drama  -  Peru"
"Peru",16,"Family","Family  -  Peru"
"Peru",29,"Fantasy","Fantasy  -  Peru"
"Peru",2,"Film Noir","Film Noir  -  Peru"
"Peru",4,"History","History  -  Peru"
"Peru",36,"Horror","Horror  -  Peru"
"Peru",18,"Music","Music  -  Peru"
"Peru",1,"Musical","Musical  -  Peru"
"Peru",47,"Mystery","Mystery  -  Peru"
"Peru",3,"Reality TV","Reality TV  -  Peru"
"Peru",107,"Romance","Romance  -  Peru"
"Peru",29,"Sci Fi","Sci Fi  -  Peru"
"Peru",1,"Short","Short  -  Peru"
"Peru",5,"Sport","Sport  -  Peru"
"Peru",5,"Talk Show","Talk Show  -  Peru"
"Peru",65,"Thriller","Thriller  -  Peru"
"Peru",3,"War","War  -  Peru"
"Philippines",221,"Action","Action  -  Philippines"
"Philippines",2,"Adult","Adult  -  Philippines"
"Philippines",97,"Adventure","Adventure  -  Philippines"
"Philippines",35,"Animation","Animation  -  Philippines"
"Philippines",8,"Biography","Biography  -  Philippines"
"Philippines",162,"Comedy","Comedy  -  Philippines"
"Philippines",130,"Crime","Crime  -  Philippines"
"Philippines",17,"Documentary","Documentary  -  Philippines"
"Philippines",307,"Drama","Drama  -  Philippines"
"Philippines",34,"Family","Family  -  Philippines"
"Philippines",39,"Fantasy","Fantasy  -  Philippines"
"Philippines",2,"Film Noir","Film Noir  -  Philippines"
"Philippines",6,"History","History  -  Philippines"
"Philippines",45,"Horror","Horror  -  Philippines"
"Philippines",3,"Music","Music  -  Philippines"
"Philippines",2,"Musical","Musical  -  Philippines"
"Philippines",64,"Mystery","Mystery  -  Philippines"
"Philippines",4,"Reality TV","Reality TV  -  Philippines"
"Philippines",113,"Romance","Romance  -  Philippines"
"Philippines",52,"Sci Fi","Sci Fi  -  Philippines"
"Philippines",2,"Short","Short  -  Philippines"
"Philippines",3,"Sport","Sport  -  Philippines"
"Philippines",5,"Talk Show","Talk Show  -  Philippines"
"Philippines",73,"Thriller","Thriller  -  Philippines"
"Philippines",3,"War","War  -  Philippines"
"Poland",159,"Action","Action  -  Poland"
"Poland",2,"Adult","Adult  -  Poland"
"Poland",172,"Adventure","Adventure  -  Poland"
"Poland",104,"Animation","Animation  -  Poland"
"Poland",7,"Biography","Biography  -  Poland"
"Poland",204,"Comedy","Comedy  -  Poland"
"Poland",134,"Crime","Crime  -  Poland"
"Poland",17,"Documentary","Documentary  -  Poland"
"Poland",307,"Drama","Drama  -  Poland"
"Poland",21,"Family","Family  -  Poland"
"Poland",42,"Fantasy","Fantasy  -  Poland"
"Poland",3,"Film Noir","Film Noir  -  Poland"
"Poland",3,"Game Show","Game Show  -  Poland"
"Poland",7,"History","History  -  Poland"
"Poland",40,"Horror","Horror  -  Poland"
"Poland",3,"Music","Music  -  Poland"
"Poland",2,"Musical","Musical  -  Poland"
"Poland",55,"Mystery","Mystery  -  Poland"
"Poland",5,"Reality TV","Reality TV  -  Poland"
"Poland",77,"Romance","Romance  -  Poland"
"Poland",25,"Sci Fi","Sci Fi  -  Poland"
"Poland",10,"Sport","Sport  -  Poland"
"Poland",8,"Talk Show","Talk Show  -  Poland"
"Poland",67,"Thriller","Thriller  -  Poland"
"Poland",3,"War","War  -  Poland"
"Poland",2,"Western","Western  -  Poland"
"Portugal",174,"Action","Action  -  Portugal"
"Portugal",3,"Adult","Adult  -  Portugal"
"Portugal",111,"Adventure","Adventure  -  Portugal"
"Portugal",39,"Animation","Animation  -  Portugal"
"Portugal",5,"Biography","Biography  -  Portugal"
"Portugal",172,"Comedy","Comedy  -  Portugal"
"Portugal",112,"Crime","Crime  -  Portugal"
"Portugal",18,"Documentary","Documentary  -  Portugal"
"Portugal",306,"Drama","Drama  -  Portugal"
"Portugal",47,"Family","Family  -  Portugal"
"Portugal",30,"Fantasy","Fantasy  -  Portugal"
"Portugal",5,"Film Noir","Film Noir  -  Portugal"
"Portugal",9,"Game Show","Game Show  -  Portugal"
"Portugal",5,"History","History  -  Portugal"
"Portugal",24,"Horror","Horror  -  Portugal"
"Portugal",53,"Music","Music  -  Portugal"
"Portugal",22,"Musical","Musical  -  Portugal"
"Portugal",41,"Mystery","Mystery  -  Portugal"
"Portugal",14,"Reality TV","Reality TV  -  Portugal"
"Portugal",98,"Romance","Romance  -  Portugal"
"Portugal",21,"Sci Fi","Sci Fi  -  Portugal"
"Portugal",11,"Sport","Sport  -  Portugal"
"Portugal",7,"Talk Show","Talk Show  -  Portugal"
"Portugal",58,"Thriller","Thriller  -  Portugal"
"Portugal",5,"War","War  -  Portugal"
"Portugal",2,"Western","Western  -  Portugal"
"Qatar",227,"Action","Action  -  Qatar"
"Qatar",2,"Adult","Adult  -  Qatar"
"Qatar",121,"Adventure","Adventure  -  Qatar"
"Qatar",32,"Animation","Animation  -  Qatar"
"Qatar",14,"Biography","Biography  -  Qatar"
"Qatar",146,"Comedy","Comedy  -  Qatar"
"Qatar",129,"Crime","Crime  -  Qatar"
"Qatar",17,"Documentary","Documentary  -  Qatar"
"Qatar",337,"Drama","Drama  -  Qatar"
"Qatar",18,"Family","Family  -  Qatar"
"Qatar",42,"Fantasy","Fantasy  -  Qatar"
"Qatar",3,"Film Noir","Film Noir  -  Qatar"
"Qatar",11,"Game Show","Game Show  -  Qatar"
"Qatar",9,"History","History  -  Qatar"
"Qatar",33,"Horror","Horror  -  Qatar"
"Qatar",1,"Music","Music  -  Qatar"
"Qatar",1,"Musical","Musical  -  Qatar"
"Qatar",51,"Mystery","Mystery  -  Qatar"
"Qatar",14,"Reality TV","Reality TV  -  Qatar"
"Qatar",114,"Romance","Romance  -  Qatar"
"Qatar",27,"Sci Fi","Sci Fi  -  Qatar"
"Qatar",8,"Sport","Sport  -  Qatar"
"Qatar",10,"Talk Show","Talk Show  -  Qatar"
"Qatar",71,"Thriller","Thriller  -  Qatar"
"Qatar",3,"War","War  -  Qatar"
"Qatar",2,"Western","Western  -  Qatar"
"Réunion",218,"Action","Action  -  Réunion"
"Réunion",2,"Adult","Adult  -  Réunion"
"Réunion",140,"Adventure","Adventure  -  Réunion"
"Réunion",61,"Animation","Animation  -  Réunion"
"Réunion",2,"Biography","Biography  -  Réunion"
"Réunion",172,"Comedy","Comedy  -  Réunion"
"Réunion",113,"Crime","Crime  -  Réunion"
"Réunion",10,"Documentary","Documentary  -  Réunion"
"Réunion",331,"Drama","Drama  -  Réunion"
"Réunion",27,"Family","Family  -  Réunion"
"Réunion",53,"Fantasy","Fantasy  -  Réunion"
"Réunion",2,"Film Noir","Film Noir  -  Réunion"
"Réunion",4,"Game Show","Game Show  -  Réunion"
"Réunion",4,"History","History  -  Réunion"
"Réunion",45,"Horror","Horror  -  Réunion"
"Réunion",36,"Music","Music  -  Réunion"
"Réunion",47,"Mystery","Mystery  -  Réunion"
"Réunion",6,"Reality TV","Reality TV  -  Réunion"
"Réunion",85,"Romance","Romance  -  Réunion"
"Réunion",28,"Sci Fi","Sci Fi  -  Réunion"
"Réunion",9,"Sport","Sport  -  Réunion"
"Réunion",7,"Talk Show","Talk Show  -  Réunion"
"Réunion",63,"Thriller","Thriller  -  Réunion"
"Réunion",1,"War","War  -  Réunion"
"Romania",186,"Action","Action  -  Romania"
"Romania",3,"Adult","Adult  -  Romania"
"Romania",105,"Adventure","Adventure  -  Romania"
"Romania",27,"Animation","Animation  -  Romania"
"Romania",12,"Biography","Biography  -  Romania"
"Romania",155,"Comedy","Comedy  -  Romania"
"Romania",143,"Crime","Crime  -  Romania"
"Romania",20,"Documentary","Documentary  -  Romania"
"Romania",350,"Drama","Drama  -  Romania"
"Romania",26,"Family","Family  -  Romania"
"Romania",41,"Fantasy","Fantasy  -  Romania"
"Romania",3,"Film Noir","Film Noir  -  Romania"
"Romania",9,"Game Show","Game Show  -  Romania"
"Romania",8,"History","History  -  Romania"
"Romania",29,"Horror","Horror  -  Romania"
"Romania",2,"Music","Music  -  Romania"
"Romania",1,"Musical","Musical  -  Romania"
"Romania",71,"Mystery","Mystery  -  Romania"
"Romania",14,"Reality TV","Reality TV  -  Romania"
"Romania",105,"Romance","Romance  -  Romania"
"Romania",24,"Sci Fi","Sci Fi  -  Romania"
"Romania",1,"Short","Short  -  Romania"
"Romania",10,"Sport","Sport  -  Romania"
"Romania",9,"Talk Show","Talk Show  -  Romania"
"Romania",70,"Thriller","Thriller  -  Romania"
"Romania",4,"War","War  -  Romania"
"Romania",2,"Western","Western  -  Romania"
"Russia",270,"Action","Action  -  Russia"
"Russia",3,"Adult","Adult  -  Russia"
"Russia",134,"Adventure","Adventure  -  Russia"
"Russia",60,"Animation","Animation  -  Russia"
"Russia",7,"Biography","Biography  -  Russia"
"Russia",170,"Comedy","Comedy  -  Russia"
"Russia",210,"Crime","Crime  -  Russia"
"Russia",24,"Documentary","Documentary  -  Russia"
"Russia",329,"Drama","Drama  -  Russia"
"Russia",28,"Family","Family  -  Russia"
"Russia",43,"Fantasy","Fantasy  -  Russia"
"Russia",6,"Film Noir","Film Noir  -  Russia"
"Russia",2,"History","History  -  Russia"
"Russia",33,"Horror","Horror  -  Russia"
"Russia",2,"Music","Music  -  Russia"
"Russia",2,"Musical","Musical  -  Russia"
"Russia",55,"Mystery","Mystery  -  Russia"
"Russia",1,"Reality TV","Reality TV  -  Russia"
"Russia",56,"Romance","Romance  -  Russia"
"Russia",22,"Sci Fi","Sci Fi  -  Russia"
"Russia",8,"Sport","Sport  -  Russia"
"Russia",12,"Talk Show","Talk Show  -  Russia"
"Russia",60,"Thriller","Thriller  -  Russia"
"Russia",2,"War","War  -  Russia"
"Saudi Arabia",253,"Action","Action  -  Saudi Arabia"
"Saudi Arabia",3,"Adult","Adult  -  Saudi Arabia"
"Saudi Arabia",103,"Adventure","Adventure  -  Saudi Arabia"
"Saudi Arabia",43,"Animation","Animation  -  Saudi Arabia"
"Saudi Arabia",8,"Biography","Biography  -  Saudi Arabia"
"Saudi Arabia",152,"Comedy","Comedy  -  Saudi Arabia"
"Saudi Arabia",157,"Crime","Crime  -  Saudi Arabia"
"Saudi Arabia",15,"Documentary","Documentary  -  Saudi Arabia"
"Saudi Arabia",328,"Drama","Drama  -  Saudi Arabia"
"Saudi Arabia",24,"Family","Family  -  Saudi Arabia"
"Saudi Arabia",31,"Fantasy","Fantasy  -  Saudi Arabia"
"Saudi Arabia",4,"Film Noir","Film Noir  -  Saudi Arabia"
"Saudi Arabia",4,"Game Show","Game Show  -  Saudi Arabia"
"Saudi Arabia",2,"History","History  -  Saudi Arabia"
"Saudi Arabia",46,"Horror","Horror  -  Saudi Arabia"
"Saudi Arabia",1,"Musical","Musical  -  Saudi Arabia"
"Saudi Arabia",59,"Mystery","Mystery  -  Saudi Arabia"
"Saudi Arabia",7,"Reality TV","Reality TV  -  Saudi Arabia"
"Saudi Arabia",79,"Romance","Romance  -  Saudi Arabia"
"Saudi Arabia",30,"Sci Fi","Sci Fi  -  Saudi Arabia"
"Saudi Arabia",6,"Sport","Sport  -  Saudi Arabia"
"Saudi Arabia",11,"Talk Show","Talk Show  -  Saudi Arabia"
"Saudi Arabia",78,"Thriller","Thriller  -  Saudi Arabia"
"Saudi Arabia",3,"War","War  -  Saudi Arabia"
"Saudi Arabia",3,"Western","Western  -  Saudi Arabia"
"Serbia",213,"Action","Action  -  Serbia"
"Serbia",3,"Adult","Adult  -  Serbia"
"Serbia",114,"Adventure","Adventure  -  Serbia"
"Serbia",38,"Animation","Animation  -  Serbia"
"Serbia",11,"Biography","Biography  -  Serbia"
"Serbia",186,"Comedy","Comedy  -  Serbia"
"Serbia",144,"Crime","Crime  -  Serbia"
"Serbia",19,"Documentary","Documentary  -  Serbia"
"Serbia",311,"Drama","Drama  -  Serbia"
"Serbia",25,"Family","Family  -  Serbia"
"Serbia",35,"Fantasy","Fantasy  -  Serbia"
"Serbia",5,"Film Noir","Film Noir  -  Serbia"
"Serbia",7,"Game Show","Game Show  -  Serbia"
"Serbia",3,"History","History  -  Serbia"
"Serbia",29,"Horror","Horror  -  Serbia"
"Serbia",4,"Music","Music  -  Serbia"
"Serbia",1,"Musical","Musical  -  Serbia"
"Serbia",50,"Mystery","Mystery  -  Serbia"
"Serbia",11,"Reality TV","Reality TV  -  Serbia"
"Serbia",96,"Romance","Romance  -  Serbia"
"Serbia",22,"Sci Fi","Sci Fi  -  Serbia"
"Serbia",11,"Sport","Sport  -  Serbia"
"Serbia",12,"Talk Show","Talk Show  -  Serbia"
"Serbia",70,"Thriller","Thriller  -  Serbia"
"Serbia",3,"War","War  -  Serbia"
"Serbia",2,"Western","Western  -  Serbia"
"Singapore",235,"Action","Action  -  Singapore"
"Singapore",2,"Adult","Adult  -  Singapore"
"Singapore",100,"Adventure","Adventure  -  Singapore"
"Singapore",29,"Animation","Animation  -  Singapore"
"Singapore",6,"Biography","Biography  -  Singapore"
"Singapore",146,"Comedy","Comedy  -  Singapore"
"Singapore",130,"Crime","Crime  -  Singapore"
"Singapore",20,"Documentary","Documentary  -  Singapore"
"Singapore",317,"Drama","Drama  -  Singapore"
"Singapore",13,"Family","Family  -  Singapore"
"Singapore",32,"Fantasy","Fantasy  -  Singapore"
"Singapore",3,"Film Noir","Film Noir  -  Singapore"
"Singapore",6,"Game Show","Game Show  -  Singapore"
"Singapore",6,"History","History  -  Singapore"
"Singapore",38,"Horror","Horror  -  Singapore"
"Singapore",4,"Music","Music  -  Singapore"
"Singapore",76,"Mystery","Mystery  -  Singapore"
"Singapore",18,"Reality TV","Reality TV  -  Singapore"
"Singapore",94,"Romance","Romance  -  Singapore"
"Singapore",50,"Sci Fi","Sci Fi  -  Singapore"
"Singapore",2,"Short","Short  -  Singapore"
"Singapore",10,"Sport","Sport  -  Singapore"
"Singapore",6,"Talk Show","Talk Show  -  Singapore"
"Singapore",72,"Thriller","Thriller  -  Singapore"
"Singapore",3,"War","War  -  Singapore"
"Slovakia",196,"Action","Action  -  Slovakia"
"Slovakia",3,"Adult","Adult  -  Slovakia"
"Slovakia",141,"Adventure","Adventure  -  Slovakia"
"Slovakia",73,"Animation","Animation  -  Slovakia"
"Slovakia",20,"Biography","Biography  -  Slovakia"
"Slovakia",194,"Comedy","Comedy  -  Slovakia"
"Slovakia",130,"Crime","Crime  -  Slovakia"
"Slovakia",33,"Documentary","Documentary  -  Slovakia"
"Slovakia",304,"Drama","Drama  -  Slovakia"
"Slovakia",33,"Family","Family  -  Slovakia"
"Slovakia",36,"Fantasy","Fantasy  -  Slovakia"
"Slovakia",4,"Film Noir","Film Noir  -  Slovakia"
"Slovakia",12,"Game Show","Game Show  -  Slovakia"
"Slovakia",6,"History","History  -  Slovakia"
"Slovakia",36,"Horror","Horror  -  Slovakia"
"Slovakia",6,"Music","Music  -  Slovakia"
"Slovakia",1,"Musical","Musical  -  Slovakia"
"Slovakia",49,"Mystery","Mystery  -  Slovakia"
"Slovakia",17,"Reality TV","Reality TV  -  Slovakia"
"Slovakia",79,"Romance","Romance  -  Slovakia"
"Slovakia",14,"Sci Fi","Sci Fi  -  Slovakia"
"Slovakia",13,"Sport","Sport  -  Slovakia"
"Slovakia",11,"Talk Show","Talk Show  -  Slovakia"
"Slovakia",46,"Thriller","Thriller  -  Slovakia"
"Slovakia",3,"War","War  -  Slovakia"
"Slovakia",2,"Western","Western  -  Slovakia"
"Slovenia",190,"Action","Action  -  Slovenia"
"Slovenia",3,"Adult","Adult  -  Slovenia"
"Slovenia",123,"Adventure","Adventure  -  Slovenia"
"Slovenia",42,"Animation","Animation  -  Slovenia"
"Slovenia",12,"Biography","Biography  -  Slovenia"
"Slovenia",189,"Comedy","Comedy  -  Slovenia"
"Slovenia",110,"Crime","Crime  -  Slovenia"
"Slovenia",22,"Documentary","Documentary  -  Slovenia"
"Slovenia",268,"Drama","Drama  -  Slovenia"
"Slovenia",28,"Family","Family  -  Slovenia"
"Slovenia",36,"Fantasy","Fantasy  -  Slovenia"
"Slovenia",4,"Film Noir","Film Noir  -  Slovenia"
"Slovenia",11,"Game Show","Game Show  -  Slovenia"
"Slovenia",4,"History","History  -  Slovenia"
"Slovenia",31,"Horror","Horror  -  Slovenia"
"Slovenia",4,"Music","Music  -  Slovenia"
"Slovenia",42,"Mystery","Mystery  -  Slovenia"
"Slovenia",17,"Reality TV","Reality TV  -  Slovenia"
"Slovenia",84,"Romance","Romance  -  Slovenia"
"Slovenia",31,"Sci Fi","Sci Fi  -  Slovenia"
"Slovenia",12,"Sport","Sport  -  Slovenia"
"Slovenia",7,"Talk Show","Talk Show  -  Slovenia"
"Slovenia",48,"Thriller","Thriller  -  Slovenia"
"Slovenia",3,"War","War  -  Slovenia"
"Slovenia",3,"Western","Western  -  Slovenia"
"South Africa",190,"Action","Action  -  South Africa"
"South Africa",2,"Adult","Adult  -  South Africa"
"South Africa",109,"Adventure","Adventure  -  South Africa"
"South Africa",49,"Animation","Animation  -  South Africa"
"South Africa",11,"Biography","Biography  -  South Africa"
"South Africa",194,"Comedy","Comedy  -  South Africa"
"South Africa",102,"Crime","Crime  -  South Africa"
"South Africa",17,"Documentary","Documentary  -  South Africa"
"South Africa",326,"Drama","Drama  -  South Africa"
"South Africa",23,"Family","Family  -  South Africa"
"South Africa",31,"Fantasy","Fantasy  -  South Africa"
"South Africa",3,"Film Noir","Film Noir  -  South Africa"
"South Africa",11,"Game Show","Game Show  -  South Africa"
"South Africa",6,"History","History  -  South Africa"
"South Africa",28,"Horror","Horror  -  South Africa"
"South Africa",1,"Music","Music  -  South Africa"
"South Africa",61,"Mystery","Mystery  -  South Africa"
"South Africa",21,"Reality TV","Reality TV  -  South Africa"
"South Africa",105,"Romance","Romance  -  South Africa"
"South Africa",50,"Sci Fi","Sci Fi  -  South Africa"
"South Africa",10,"Sport","Sport  -  South Africa"
"South Africa",11,"Talk Show","Talk Show  -  South Africa"
"South Africa",54,"Thriller","Thriller  -  South Africa"
"South Africa",3,"War","War  -  South Africa"
"South Africa",3,"Western","Western  -  South Africa"
"South Korea",190,"Action","Action  -  South Korea"
"South Korea",2,"Adult","Adult  -  South Korea"
"South Korea",80,"Adventure","Adventure  -  South Korea"
"South Korea",20,"Animation","Animation  -  South Korea"
"South Korea",2,"Biography","Biography  -  South Korea"
"South Korea",160,"Comedy","Comedy  -  South Korea"
"South Korea",85,"Crime","Crime  -  South Korea"
"South Korea",4,"Documentary","Documentary  -  South Korea"
"South Korea",303,"Drama","Drama  -  South Korea"
"South Korea",10,"Family","Family  -  South Korea"
"South Korea",47,"Fantasy","Fantasy  -  South Korea"
"South Korea",4,"Film Noir","Film Noir  -  South Korea"
"South Korea",3,"Game Show","Game Show  -  South Korea"
"South Korea",6,"History","History  -  South Korea"
"South Korea",36,"Horror","Horror  -  South Korea"
"South Korea",4,"Music","Music  -  South Korea"
"South Korea",42,"Mystery","Mystery  -  South Korea"
"South Korea",8,"Reality TV","Reality TV  -  South Korea"
"South Korea",119,"Romance","Romance  -  South Korea"
"South Korea",41,"Sci Fi","Sci Fi  -  South Korea"
"South Korea",2,"Short","Short  -  South Korea"
"South Korea",7,"Sport","Sport  -  South Korea"
"South Korea",3,"Talk Show","Talk Show  -  South Korea"
"South Korea",84,"Thriller","Thriller  -  South Korea"
"South Korea",4,"War","War  -  South Korea"
"Spain",182,"Action","Action  -  Spain"
"Spain",3,"Adult","Adult  -  Spain"
"Spain",112,"Adventure","Adventure  -  Spain"
"Spain",31,"Animation","Animation  -  Spain"
"Spain",4,"Biography","Biography  -  Spain"
"Spain",169,"Comedy","Comedy  -  Spain"
"Spain",134,"Crime","Crime  -  Spain"
"Spain",16,"Documentary","Documentary  -  Spain"
"Spain",316,"Drama","Drama  -  Spain"
"Spain",24,"Family","Family  -  Spain"
"Spain",38,"Fantasy","Fantasy  -  Spain"
"Spain",3,"Film Noir","Film Noir  -  Spain"
"Spain",4,"Game Show","Game Show  -  Spain"
"Spain",8,"History","History  -  Spain"
"Spain",39,"Horror","Horror  -  Spain"
"Spain",21,"Music","Music  -  Spain"
"Spain",55,"Mystery","Mystery  -  Spain"
"Spain",10,"Reality TV","Reality TV  -  Spain"
"Spain",99,"Romance","Romance  -  Spain"
"Spain",28,"Sci Fi","Sci Fi  -  Spain"
"Spain",1,"Short","Short  -  Spain"
"Spain",11,"Sport","Sport  -  Spain"
"Spain",11,"Talk Show","Talk Show  -  Spain"
"Spain",52,"Thriller","Thriller  -  Spain"
"Spain",3,"War","War  -  Spain"
"Spain",3,"Western","Western  -  Spain"
"Sri Lanka",199,"Action","Action  -  Sri Lanka"
"Sri Lanka",2,"Adult","Adult  -  Sri Lanka"
"Sri Lanka",75,"Adventure","Adventure  -  Sri Lanka"
"Sri Lanka",25,"Animation","Animation  -  Sri Lanka"
"Sri Lanka",4,"Biography","Biography  -  Sri Lanka"
"Sri Lanka",173,"Comedy","Comedy  -  Sri Lanka"
"Sri Lanka",143,"Crime","Crime  -  Sri Lanka"
"Sri Lanka",14,"Documentary","Documentary  -  Sri Lanka"
"Sri Lanka",364,"Drama","Drama  -  Sri Lanka"
"Sri Lanka",24,"Family","Family  -  Sri Lanka"
"Sri Lanka",33,"Fantasy","Fantasy  -  Sri Lanka"
"Sri Lanka",3,"Film Noir","Film Noir  -  Sri Lanka"
"Sri Lanka",7,"Game Show","Game Show  -  Sri Lanka"
"Sri Lanka",3,"History","History  -  Sri Lanka"
"Sri Lanka",27,"Horror","Horror  -  Sri Lanka"
"Sri Lanka",79,"Mystery","Mystery  -  Sri Lanka"
"Sri Lanka",6,"Reality TV","Reality TV  -  Sri Lanka"
"Sri Lanka",116,"Romance","Romance  -  Sri Lanka"
"Sri Lanka",38,"Sci Fi","Sci Fi  -  Sri Lanka"
"Sri Lanka",2,"Short","Short  -  Sri Lanka"
"Sri Lanka",4,"Sport","Sport  -  Sri Lanka"
"Sri Lanka",8,"Talk Show","Talk Show  -  Sri Lanka"
"Sri Lanka",63,"Thriller","Thriller  -  Sri Lanka"
"Sri Lanka",4,"War","War  -  Sri Lanka"
"Sweden",187,"Action","Action  -  Sweden"
"Sweden",3,"Adult","Adult  -  Sweden"
"Sweden",128,"Adventure","Adventure  -  Sweden"
"Sweden",59,"Animation","Animation  -  Sweden"
"Sweden",15,"Biography","Biography  -  Sweden"
"Sweden",159,"Comedy","Comedy  -  Sweden"
"Sweden",131,"Crime","Crime  -  Sweden"
"Sweden",24,"Documentary","Documentary  -  Sweden"
"Sweden",332,"Drama","Drama  -  Sweden"
"Sweden",22,"Family","Family  -  Sweden"
"Sweden",46,"Fantasy","Fantasy  -  Sweden"
"Sweden",3,"Film Noir","Film Noir  -  Sweden"
"Sweden",6,"Game Show","Game Show  -  Sweden"
"Sweden",10,"History","History  -  Sweden"
"Sweden",29,"Horror","Horror  -  Sweden"
"Sweden",6,"Music","Music  -  Sweden"
"Sweden",51,"Mystery","Mystery  -  Sweden"
"Sweden",15,"Reality TV","Reality TV  -  Sweden"
"Sweden",80,"Romance","Romance  -  Sweden"
"Sweden",26,"Sci Fi","Sci Fi  -  Sweden"
"Sweden",9,"Sport","Sport  -  Sweden"
"Sweden",7,"Talk Show","Talk Show  -  Sweden"
"Sweden",55,"Thriller","Thriller  -  Sweden"
"Sweden",10,"War","War  -  Sweden"
"Sweden",4,"Western","Western  -  Sweden"
"Switzerland",194,"Action","Action  -  Switzerland"
"Switzerland",3,"Adult","Adult  -  Switzerland"
"Switzerland",121,"Adventure","Adventure  -  Switzerland"
"Switzerland",34,"Animation","Animation  -  Switzerland"
"Switzerland",10,"Biography","Biography  -  Switzerland"
"Switzerland",180,"Comedy","Comedy  -  Switzerland"
"Switzerland",149,"Crime","Crime  -  Switzerland"
"Switzerland",28,"Documentary","Documentary  -  Switzerland"
"Switzerland",334,"Drama","Drama  -  Switzerland"
"Switzerland",41,"Family","Family  -  Switzerland"
"Switzerland",59,"Fantasy","Fantasy  -  Switzerland"
"Switzerland",5,"Film Noir","Film Noir  -  Switzerland"
"Switzerland",5,"Game Show","Game Show  -  Switzerland"
"Switzerland",7,"History","History  -  Switzerland"
"Switzerland",30,"Horror","Horror  -  Switzerland"
"Switzerland",7,"Music","Music  -  Switzerland"
"Switzerland",63,"Mystery","Mystery  -  Switzerland"
"Switzerland",11,"Reality TV","Reality TV  -  Switzerland"
"Switzerland",86,"Romance","Romance  -  Switzerland"
"Switzerland",23,"Sci Fi","Sci Fi  -  Switzerland"
"Switzerland",14,"Sport","Sport  -  Switzerland"
"Switzerland",11,"Talk Show","Talk Show  -  Switzerland"
"Switzerland",60,"Thriller","Thriller  -  Switzerland"
"Switzerland",4,"War","War  -  Switzerland"
"Switzerland",3,"Western","Western  -  Switzerland"
"Taiwan",207,"Action","Action  -  Taiwan"
"Taiwan",2,"Adult","Adult  -  Taiwan"
"Taiwan",101,"Adventure","Adventure  -  Taiwan"
"Taiwan",32,"Animation","Animation  -  Taiwan"
"Taiwan",12,"Biography","Biography  -  Taiwan"
"Taiwan",157,"Comedy","Comedy  -  Taiwan"
"Taiwan",106,"Crime","Crime  -  Taiwan"
"Taiwan",17,"Documentary","Documentary  -  Taiwan"
"Taiwan",344,"Drama","Drama  -  Taiwan"
"Taiwan",13,"Family","Family  -  Taiwan"
"Taiwan",42,"Fantasy","Fantasy  -  Taiwan"
